2	16326 11988
4	19172 9900
5	19172 359
3	19172 358
3	19172 25365
3	24965 14206
2	24965 23684
6	21205 358
5	21205 359
11	21205 6126
2	21205 6365
2	11050 7887
2	10910 23684
3	22380 14156
2	22380 8758
6	22380 25277
15	22380 23930
2	22380 24957
7	22380 25181
4	22380 9191
6	22380 10700
3	22380 358
3	22380 12138
2	22380 22025
2	22380 9193
3	22380 11924
2	22380 8089
4	22380 13764
5	22380 12934
2	18858 17788
4	18858 359
2	18858 12934
2	24429 22327
2	24429 6126
2	24429 358
2	13381 25501
2	13381 13604
6	13381 25032
2	22910 19832
2	839 18013
2	6688 23930
2	6688 22327
2	6688 555
2	8884 359
2	24402 361
2	5887 358
10	17510 17957
2	18775 358
4	25221 6126
5	17069 14156
5	17069 6468
4	17069 13872
2	17069 7403
2	17069 25228
25	17069 358
14	17069 10268
5	17069 23725
2	17069 11947
2	17069 24586
9	17069 23882
7	17069 555
5	17069 25501
2	12913 13268
2	18739 10082
2	18739 25155
6	18739 23930
5	18739 358
2	18739 359
3	18739 11763
2	18739 18090
6	9217 17957
2	23697 359
3	23697 13764
3	20978 12478
2	20978 22151
4	20978 23745
3	20978 358
3	20978 13786
3	20978 18529
2	20978 359
8	20978 19127
3	20978 18017
27	20978 23882
2	20978 19130
2	6083 358
2	6083 359
2	8643 359
2	15486 22327
6	15486 358
2	15486 359
5	15486 14206
2	15486 13295
2	15486 808
2	15486 23684
2	14919 358
2	18547 11619
2	18547 23770
2	18547 6454
2	12333 16429
3	16618 17957
2	11467 359
2	11467 13764
4	25117 17788
2	25117 802
2	25117 9517
3	25117 9237
2	25117 8175
2	25117 23930
2	25117 361
3	25117 23710
2	25117 8201
7	25117 23725
2	25117 359
2	25117 23059
2	25117 25332
2	25117 23351
2	25117 25032
4	25117 13764
7	25117 24073
2	25117 16277
2	25117 12341
12	25117 25501
2	25117 19342
2	25117 23684
2	19934 361
4	19934 13604
2	19934 15198
3	19934 22930
3	17663 10331
15	17663 23930
2	17663 9608
3	17663 23882
4	17663 25069
4	22268 6355
2	22268 20558
8	22268 21888
2	22268 6126
3	22268 14218
5	22268 8817
4	22428 359
2	22428 17957
6	13361 13604
2	13361 25181
16	13361 358
2	13361 23725
23	13361 359
4	13361 6126
3	13361 13764
3	13361 25501
6	25161 23684
3	25161 13076
2	25161 14206
